source,target,weight,neuropil,nt_type
720575941390660502,720575941565105206,3,VNC_WTct_L,
720575941390660502,720575941583644382,3,VNC_WTct_L,
720575941390660502,720575941614289683,3,VNC_WTct_L,
720575941390660502,720575941640465439,12,VNC_WTct_L,
720575941390660502,720575941645403000,21,VNC_WTct_L,
720575941390682262,720575941542412805,7,VNC_WTct_L,
720575941390684310,720575941456201887,9,VNC_IntTct_L,
720575941390684310,720575941456201887,12,VNC_WTct_L,
720575941390684310,720575941459347411,5,VNC_WTct_L,
720575941390684310,720575941630940642,15,VNC_WTct_L,
720575941390688150,720575941468288375,3,VNC_WTct_R,
720575941390688150,720575941516770670,19,VNC_WTct_R,
720575941391803140,720575941479034563,3,VNC_WTct_R,
720575941391803140,720575941596050112,9,VNC_WTct_R,
720575941392423830,720575941456201887,6,VNC_WTct_L,
720575941392423830,720575941624155644,17,VNC_WTct_L,
720575941392491268,720575941596050112,3,VNC_WTct_R,
720575941392604054,720575941513173763,4,VNC_HTct_R,
720575941392604054,720575941513173763,5,VNC_unassigned_R,
720575941392667286,720575941459347411,3,VNC_HTct_L,
720575941392667286,720575941459347411,6,VNC_IntTct_L,
720575941392667286,720575941475745898,13,VNC_IntTct_R,
720575941392667286,720575941475745898,6,VNC_LTct_R,
720575941392667286,720575941489673420,4,VNC_HTct_L,
720575941392667286,720575941489673420,3,VNC_IntTct_L,
720575941392667286,720575941542412805,3,VNC_IntTct_L,
720575941392667286,720575941547394081,6,VNC_HTct_L,
720575941392743940,720575941521196211,3,VNC_WTct_L,
720575941392743940,720575941521196211,3,VNC_unassigned_L,
720575941392743940,720575941624155644,19,VNC_WTct_L,
720575941393490326,720575941521196211,13,VNC_WTct_L,
720575941393490326,720575941624155644,10,VNC_WTct_L,
720575941393490838,720575941459347411,23,VNC_IntTct_L,
720575941394069654,720575941456201887,17,VNC_HTct_L,
720575941394069654,720575941542412805,3,VNC_HTct_L,
720575941394069654,720575941547315060,12,VNC_HTct_L,
720575941394069654,720575941547315060,5,VNC_IntTct_L,
720575941394069654,720575941547315060,4,VNC_WTct_L,
720575941394069654,720575941630940642,3,VNC_HTct_L,
720575941399188003,720575941547394081,12,VNC_WTct_L,
720575941399188003,720575941565378919,6,VNC_HTct_L,
720575941399251235,720575941479034563,3,VNC_HTct_R,
720575941399251235,720575941479034563,3,VNC_WTct_L,
720575941399251235,720575941533190337,4,VNC_WTct_L,
720575941399251235,720575941640465439,3,VNC_WTct_L,
720575941399253283,720575941549822781,17,VNC_HTct_R,
720575941399253283,720575941549822781,26,VNC_WTct_R,
720575941399253283,720575941580669817,3,VNC_WTct_R,
720575941399253283,720575941655597785,9,VNC_HTct_R,
720575941399253283,720575941655597785,13,VNC_WTct_R,
720575941399264291,720575941463144336,11,VNC_WTct_L,
720575941399264291,720575941479034563,7,VNC_WTct_L,
720575941399264291,720575941507955269,4,VNC_WTct_L,
720575941399264291,720575941519783640,9,VNC_WTct_L,
720575941399264291,720575941533190337,3,VNC_WTct_L,
720575941399264291,720575941534583786,24,VNC_WTct_L,
720575941399264291,720575941565105206,4,VNC_WTct_L,
720575941399264291,720575941566847847,3,VNC_WTct_L,
720575941399264291,720575941590220684,8,VNC_WTct_L,
720575941399264291,720575941590220684,3,VNC_unassigned_L,
720575941399264291,720575941596050112,4,VNC_WTct_L,
720575941399264291,720575941614289683,3,VNC_WTct_L,
720575941399264291,720575941640465439,15,VNC_WTct_L,
720575941399264291,720575941645403000,25,VNC_WTct_L,
720575941399264291,720575941645403000,4,VNC_unassigned_L,
720575941399309603,720575941521196211,27,VNC_WTct_L,
720575941399309603,720575941624155644,3,VNC_HTct_L,
720575941399309603,720575941624155644,3,VNC_IntTct_L,
720575941399309603,720575941624155644,11,VNC_WTct_L,
720575941400703267,720575941630940642,10,VNC_NTct_L,
720575941400710435,720575941542412805,3,VNC_HTct_L,
720575941400818723,720575941456201887,4,VNC_NTct_L,
720575941400818723,720575941468288375,8,VNC_WTct_R,
720575941400818723,720575941479658831,4,VNC_WTct_R,
720575941400818723,720575941483845954,5,VNC_WTct_R,
720575941400818723,720575941513173763,36,VNC_HTct_R,
720575941400818723,720575941513173763,4,VNC_IntTct_R,
720575941400818723,720575941513173763,10,VNC_NTct_R,
720575941400818723,720575941513173763,11,VNC_WTct_R,
720575941400818723,720575941513173763,3,VNC_unassigned_R,
720575941400818723,720575941580669817,26,VNC_HTct_R,
720575941400818723,720575941580669817,7,VNC_IntTct_R,
720575941400818723,720575941580669817,9,VNC_WTct_R,
720575941401776931,720575941456201887,4,VNC_HTct_L,
720575941401776931,720575941459347411,7,VNC_HTct_L,
720575941401776931,720575941468288375,4,VNC_WTct_R,
720575941401776931,720575941468897856,3,VNC_IntTct_R,
720575941401776931,720575941479658831,4,VNC_HTct_R,
720575941401776931,720575941479658831,3,VNC_WTct_R,
720575941401776931,720575941483845954,3,VNC_HTct_L,
720575941401776931,720575941483845954,3,VNC_WTct_R,
720575941401776931,720575941483845954,3,VNC_unassigned_R,
720575941401776931,720575941513173763,17,VNC_WTct_R,
720575941401776931,720575941513173763,3,VNC_unassigned_R,
720575941401776931,720575941516770670,10,VNC_HTct_R,
720575941401776931,720575941516770670,21,VNC_WTct_R,
720575941401776931,720575941549822781,4,VNC_WTct_R,
720575941401776931,720575941580669817,18,VNC_HTct_R,
720575941401776931,720575941580669817,26,VNC_WTct_R,
720575941401776931,720575941580669817,5,VNC_unassigned_R,
720575941401776931,720575941596050112,5,VNC_WTct_R,
720575941401776931,720575941624155644,4,VNC_HTct_L,
720575941401776931,720575941630940642,13,VNC_HTct_L,
720575941401776931,720575941655597785,4,VNC_HTct_R,
720575941401776931,720575941655597785,3,VNC_IntTct_R,
720575941401776931,720575941655597785,28,VNC_WTct_R,
720575941401776931,720575941732789547,8,VNC_HTct_L,
720575941401776931,720575941732789547,5,VNC_HTct_R,
720575941401776931,720575941732789547,5,VNC_IntTct_R,
720575941401776931,720575941732789547,20,VNC_WTct_R,
720575941401795619,720575941624155644,5,VNC_IntTct_L,
720575941401815331,720575941516770670,4,VNC_IntTct_R,
720575941402032240,720575941463144336,11,VNC_WTct_L,
720575941402032240,720575941463144336,27,VNC_WTct_R,
720575941402032240,720575941463144336,5,VNC_unassigned_L,
720575941402032240,720575941463144336,7,VNC_unassigned_R,
720575941402032240,720575941472734048,18,VNC_WTct_R,
720575941402032240,720575941479034563,13,VNC_WTct_L,
720575941402032240,720575941479034563,47,VNC_WTct_R,
720575941402032240,720575941479034563,3,VNC_unassigned_L,
720575941402032240,720575941479034563,9,VNC_unassigned_R,
720575941402032240,720575941487139138,15,VNC_WTct_R,
720575941402032240,720575941499558369,8,VNC_WTct_R,
720575941402032240,720575941499558369,5,VNC_unassigned_R,
720575941402032240,720575941507955269,26,VNC_WTct_L,
720575941402032240,720575941507955269,17,VNC_WTct_R,
720575941402032240,720575941507955269,4,VNC_unassigned_L,
720575941402032240,720575941519783640,29,VNC_WTct_L,
720575941402032240,720575941519783640,6,VNC_WTct_R,
720575941402032240,720575941519783640,6,VNC_unassigned_L,
720575941402032240,720575941530190027,10,VNC_WTct_R,
720575941402032240,720575941533190337,12,VNC_WTct_L,
720575941402032240,720575941533190337,43,VNC_WTct_R,
720575941402032240,720575941533190337,4,VNC_unassigned_R,
720575941402032240,720575941534583786,21,VNC_WTct_L,
720575941402032240,720575941534583786,9,VNC_WTct_R,
720575941402032240,720575941534583786,4,VNC_unassigned_L,
720575941402032240,720575941542328837,5,VNC_WTct_L,
720575941402032240,720575941560383347,22,VNC_WTct_L,
720575941402032240,720575941560383347,3,VNC_unassigned_L,
720575941402032240,720575941565105206,12,VNC_WTct_L,
720575941402032240,720575941566847847,15,VNC_WTct_L,
720575941402032240,720575941583644382,4,VNC_WTct_L,
720575941402032240,720575941583644382,46,VNC_WTct_R,
720575941402032240,720575941583644382,5,VNC_unassigned_R,
720575941402032240,720575941590220684,3,VNC_WTct_L,
720575941402032240,720575941596050112,6,VNC_WTct_L,
720575941402032240,720575941596050112,43,VNC_WTct_R,
720575941402032240,720575941596050112,6,VNC_unassigned_R,
720575941402032240,720575941597489344,28,VNC_WTct_R,
720575941402032240,720575941597489344,5,VNC_unassigned_R,
720575941402032240,720575941603635190,20,VNC_WTct_R,
720575941402032240,720575941603635190,3,VNC_unassigned_R,
720575941402032240,720575941614289683,5,VNC_WTct_L,
720575941402032240,720575941624985226,12,VNC_WTct_R,
720575941402032240,720575941640465439,30,VNC_WTct_L,
720575941402032240,720575941645403000,36,VNC_WTct_L,
720575941402032240,720575941645403000,11,VNC_WTct_R,
720575941402059632,720575941459347411,4,VNC_HTct_L,
720575941402059632,720575941516770670,6,VNC_HTct_R,
720575941402059632,720575941516770670,8,VNC_IntTct_R,
720575941402059632,720575941516770670,9,VNC_WTct_R,
720575941402059632,720575941542412805,6,VNC_HTct_L,
720575941402059632,720575941542412805,4,VNC_IntTct_L,
720575941402059632,720575941547315060,8,VNC_HTct_L,
720575941402059632,720575941547315060,6,VNC_IntTct_L,
720575941402059632,720575941547315060,5,VNC_WTct_L,
720575941402059632,720575941547394081,3,VNC_HTct_L,
720575941402059632,720575941547394081,11,VNC_IntTct_L,
720575941402059632,720575941547394081,4,VNC_WTct_L,
720575941402059632,720575941549822781,6,VNC_IntTct_R,
720575941402059632,720575941549822781,9,VNC_WTct_R,
720575941402059632,720575941580669817,3,VNC_IntTct_R,
720575941402059632,720575941624155644,3,VNC_HTct_L,
720575941402059632,720575941655597785,13,VNC_IntTct_R,
720575941402059632,720575941655597785,6,VNC_WTct_R,
720575941403818864,720575941513173763,4,VNC_HTct_R,
720575941403818864,720575941565105206,3,VNC_WTct_L,
720575941404452720,720575941534583786,46,VNC_WTct_L,
720575941404452720,720575941534583786,3,VNC_WTct_R,
720575941404452720,720575941596050112,6,VNC_WTct_L,
720575941404452720,720575941596050112,5,VNC_WTct_R,
720575941404452720,720575941640465439,3,VNC_WTct_L,
720575941404452720,720575941645041313,3,VNC_WTct_L,
720575941404724080,720575941459347411,4,VNC_T2_MesoNm_L,
720575941404724848,720575941521196211,11,VNC_WTct_L,
720575941404724848,720575941521196211,5,VNC_unassigned_L,
720575941404724848,720575941624155644,22,VNC_WTct_L,
720575941404724848,720575941624155644,7,VNC_unassigned_L,
720575941404758384,720575941513173763,12,VNC_HTct_R,
720575941404758384,720575941513173763,5,VNC_NTct_R,
720575941405666351,720575941629172716,14,VNC_WTct_R,
720575941405666351,720575941643100754,6,VNC_T2_MesoNm_R,
720575941405739823,720575941542412805,5,VNC_WTct_L,
720575941405813295,720575941463144336,12,VNC_WTct_R,
720575941405813295,720575941463144336,5,VNC_unassigned_R,
720575941405813295,720575941479034563,20,VNC_WTct_R,
720575941405813295,720575941487139138,4,VNC_WTct_R,
720575941405813295,720575941499558369,5,VNC_WTct_R,
720575941405813295,720575941507955269,3,VNC_WTct_R,
720575941405813295,720575941533190337,15,VNC_WTct_R,
720575941405813295,720575941533190337,5,VNC_unassigned_R,
720575941405813295,720575941583644382,8,VNC_WTct_R,
720575941405813295,720575941596050112,11,VNC_WTct_R,
720575941405813295,720575941596050112,3,VNC_unassigned_R,
720575941405813295,720575941597489344,4,VNC_WTct_R,
720575941405813295,720575941640465439,4,VNC_WTct_R,
720575941405813295,720575941645403000,3,VNC_WTct_R,
720575941405833263,720575941547315060,3,VNC_IntTct_L,
720575941405863854,720575941475745898,9,VNC_IntTct_R,
720575941407101614,720575941468288375,3,VNC_WTct_R,
720575941407101614,720575941513173763,20,VNC_HTct_R,
720575941407101614,720575941513173763,17,VNC_IntTct_R,
720575941407101614,720575941513173763,3,VNC_NTct_R,
720575941407101614,720575941513173763,12,VNC_WTct_R,
720575941407101614,720575941516770670,4,VNC_HTct_R,
720575941407101614,720575941516770670,3,VNC_IntTct_R,
720575941407101614,720575941549822781,4,VNC_HTct_R,
720575941407101614,720575941549822781,4,VNC_IntTct_R,
720575941407101614,720575941549822781,10,VNC_WTct_R,
720575941407101614,720575941580669817,5,VNC_HTct_R,
720575941407101614,720575941580669817,9,VNC_IntTct_R,
720575941407101614,720575941580669817,9,VNC_WTct_R,
720575941407101614,720575941655597785,3,VNC_HTct_R,
720575941407101614,720575941655597785,19,VNC_IntTct_R,
720575941407101614,720575941655597785,14,VNC_WTct_R,
720575941407795118,720575941463144336,18,VNC_WTct_L,
720575941407795118,720575941463144336,31,VNC_WTct_R,
720575941407795118,720575941463144336,5,VNC_unassigned_R,
720575941407795118,720575941472734048,19,VNC_WTct_R,
720575941407795118,720575941479034563,7,VNC_WTct_L,
720575941407795118,720575941479034563,41,VNC_WTct_R,
720575941407795118,720575941479034563,4,VNC_unassigned_L,
720575941407795118,720575941479034563,8,VNC_unassigned_R,
720575941407795118,720575941507955269,31,VNC_WTct_L,
720575941407795118,720575941507955269,16,VNC_WTct_R,
720575941407795118,720575941507955269,3,VNC_unassigned_L,
720575941407795118,720575941507955269,14,VNC_unassigned_R,
720575941407795118,720575941519783640,42,VNC_WTct_L,
720575941407795118,720575941519783640,7,VNC_WTct_R,
720575941407795118,720575941519783640,3,VNC_unassigned_L,
720575941407795118,720575941530190027,11,VNC_WTct_R,
720575941407795118,720575941533190337,5,VNC_WTct_L,
720575941407795118,720575941533190337,33,VNC_WTct_R,
720575941407795118,720575941533190337,8,VNC_unassigned_R,
720575941407795118,720575941534583786,29,VNC_WTct_L,
720575941407795118,720575941534583786,6,VNC_WTct_R,
720575941407795118,720575941534583786,3,VNC_unassigned_L,
720575941407795118,720575941560383347,10,VNC_WTct_L,
720575941407795118,720575941565105206,15,VNC_WTct_L,
720575941407795118,720575941566847847,20,VNC_WTct_L,
720575941407795118,720575941566847847,3,VNC_WTct_R,
720575941407795118,720575941566847847,7,VNC_unassigned_L,
720575941407795118,720575941583644382,3,VNC_WTct_L,
720575941407795118,720575941583644382,30,VNC_WTct_R,
720575941407795118,720575941590220684,7,VNC_WTct_L,
720575941407795118,720575941596050112,39,VNC_WTct_R,
720575941407795118,720575941596050112,6,VNC_unassigned_R,
720575941407795118,720575941597489344,16,VNC_WTct_R,
720575941407795118,720575941603635190,16,VNC_WTct_R,
720575941407795118,720575941614289683,7,VNC_WTct_L,
720575941407795118,720575941624985226,5,VNC_WTct_R,
720575941407795118,720575941640465439,28,VNC_WTct_L,
720575941407795118,720575941640465439,10,VNC_WTct_R,
720575941407795118,720575941640465439,7,VNC_unassigned_R,
720575941407795118,720575941645403000,35,VNC_WTct_L,
720575941407795118,720575941645403000,9,VNC_WTct_R,
720575941407795118,720575941645403000,8,VNC_unassigned_L,
720575941407795118,720575941645403000,5,VNC_unassigned_R,
720575941408421291,720575941474574132,3,VNC_WTct_R,
720575941408456110,720575941516770670,9,VNC_WTct_R,
720575941408456110,720575941655597785,3,VNC_WTct_R,
720575941408464299,720575941475745898,4,VNC_WTct_L,
720575941408464299,720575941542412805,3,VNC_WTct_L,
720575941408464299,720575941547315060,5,VNC_HTct_L,
720575941408464299,720575941547315060,4,VNC_WTct_L,
720575941408464299,720575941547394081,6,VNC_HTct_L,
720575941408464299,720575941547394081,25,VNC_WTct_L,
720575941408481195,720575941475745898,3,VNC_HTct_R,
720575941408481195,720575941475745898,3,VNC_LTct_L,
720575941408481195,720575941547394081,3,VNC_IntTct_L,
720575941408481195,720575941547394081,11,VNC_LTct_L,
720575941408509867,720575941463144336,20,VNC_WTct_L,
720575941408509867,720575941463144336,24,VNC_WTct_R,
720575941408509867,720575941479034563,16,VNC_WTct_R,
720575941408509867,720575941507955269,27,VNC_WTct_L,
720575941408509867,720575941507955269,17,VNC_WTct_R,
720575941408509867,720575941519783640,31,VNC_WTct_L,
720575941408509867,720575941519783640,5,VNC_WTct_R,
720575941408509867,720575941530190027,6,VNC_WTct_R,
720575941408509867,720575941530190027,3,VNC_unassigned_R,
720575941408509867,720575941533190337,4,VNC_WTct_L,
720575941408509867,720575941533190337,23,VNC_WTct_R,
720575941408509867,720575941534583786,23,VNC_WTct_L,
720575941408509867,720575941534583786,12,VNC_WTct_R,
720575941408509867,720575941534583786,3,VNC_unassigned_R,
720575941408509867,720575941542328837,3,VNC_WTct_L,
720575941408509867,720575941560383347,5,VNC_WTct_L,
720575941408509867,720575941565105206,4,VNC_WTct_L,
720575941408509867,720575941566847847,3,VNC_WTct_L,
720575941408509867,720575941573368719,3,VNC_WTct_L,
720575941408509867,720575941583644382,6,VNC_HTct_R,
720575941408509867,720575941583644382,7,VNC_WTct_L,
720575941408509867,720575941583644382,27,VNC_WTct_R,
720575941408509867,720575941596050112,6,VNC_WTct_L,
720575941408509867,720575941596050112,34,VNC_WTct_R,
720575941408509867,720575941597489344,5,VNC_WTct_R,
720575941408509867,720575941603635190,12,VNC_WTct_R,
720575941408509867,720575941624985226,7,VNC_WTct_R,
720575941408509867,720575941640465439,24,VNC_WTct_L,
720575941408509867,720575941640465439,8,VNC_WTct_R,
720575941408509867,720575941640465439,3,VNC_unassigned_R,
720575941408509867,720575941645403000,7,VNC_WTct_L,
720575941408509867,720575941645403000,5,VNC_WTct_R,
720575941408509867,720575941732789547,4,VNC_HTct_L,
720575941409016235,720575941463144336,6,VNC_unassigned_L,
720575941409016235,720575941463144336,5,VNC_unassigned_R,
720575941409016235,720575941472734048,3,VNC_WTct_R,
720575941409016235,720575941479034563,10,VNC_WTct_L,
720575941409016235,720575941507955269,16,VNC_WTct_L,
720575941409016235,720575941507955269,6,VNC_unassigned_L,
720575941409016235,720575941507955269,4,VNC_unassigned_R,
720575941409016235,720575941519783640,12,VNC_WTct_L,
720575941409016235,720575941519783640,6,VNC_unassigned_L,
720575941409016235,720575941530190027,3,VNC_WTct_R,
720575941409016235,720575941533190337,4,VNC_WTct_L,
720575941409016235,720575941533190337,3,VNC_unassigned_L,
720575941409016235,720575941533190337,3,VNC_unassigned_R,
720575941409016235,720575941534583786,21,VNC_WTct_L,
720575941409016235,720575941534583786,11,VNC_unassigned_L,
720575941409016235,720575941534583786,5,VNC_unassigned_R,
720575941409016235,720575941565105206,6,VNC_WTct_L,
720575941409016235,720575941566847847,3,VNC_WTct_L,
720575941409016235,720575941583644382,7,VNC_unassigned_R,
720575941409016235,720575941590220684,5,VNC_WTct_L,
720575941409016235,720575941596050112,4,VNC_WTct_L,
720575941409016235,720575941596050112,6,VNC_WTct_R,
720575941409016235,720575941596050112,3,VNC_unassigned_L,
720575941409016235,720575941596050112,14,VNC_unassigned_R,
720575941409016235,720575941603635190,4,VNC_WTct_R,
720575941409016235,720575941640465439,7,VNC_WTct_L,
720575941409016235,720575941640465439,5,VNC_unassigned_L,
720575941409016235,720575941640465439,3,VNC_unassigned_R,
720575941409016235,720575941643100754,5,VNC_WTct_L,
720575941409016235,720575941645041313,8,VNC_WTct_L,
720575941409016235,720575941645403000,16,VNC_WTct_L,
720575941409016235,720575941645403000,10,VNC_unassigned_L,
720575941409016235,720575941645403000,4,VNC_unassigned_R,
720575941409904495,720575941513173763,5,VNC_IntTct_R,
720575941409904495,720575941516770670,5,VNC_WTct_R,
720575941409904495,720575941580669817,6,VNC_WTct_R,
720575941409904495,720575941643100754,4,VNC_IntTct_R,
720575941409904495,720575941732789547,3,VNC_WTct_R,
720575941409939055,720575941549822781,10,VNC_HTct_R,
720575941409939055,720575941549822781,18,VNC_WTct_R,
720575941409939055,720575941655597785,14,VNC_WTct_R,
720575941409994863,720575941542412805,3,VNC_WTct_L,
720575941410007663,720575941456201887,21,VNC_HTct_L,
720575941410007663,720575941456201887,6,VNC_WTct_L,
720575941410007663,720575941459347411,18,VNC_HTct_L,
720575941410007663,720575941459347411,5,VNC_WTct_L,
720575941410007663,720575941468288375,5,VNC_HTct_L,
720575941410007663,720575941483845954,11,VNC_HTct_L,
720575941410007663,720575941483845954,4,VNC_WTct_L,
720575941410007663,720575941560383347,5,VNC_WTct_L,
720575941410007663,720575941630940642,27,VNC_HTct_L,
720575941410007663,720575941630940642,20,VNC_WTct_L,
720575941410007663,720575941732789547,3,VNC_WTct_L,
720575941410019695,720575941468897856,6,VNC_HTct_R,
720575941410021231,720575941468897856,3,VNC_HTct_R,
720575941410025071,720575941456201887,3,VNC_WTct_L,
720575941410025071,720575941483845954,4,VNC_WTct_L,
720575941410025071,720575941630940642,3,VNC_IntTct_L,
720575941410025071,720575941630940642,34,VNC_WTct_L,
720575941410037419,720575941489673420,3,VNC_WTct_L,
720575941410037419,720575941547394081,3,VNC_WTct_L,
720575941410037419,720575941565378919,7,VNC_HTct_L,
720575941410037419,720575941645041313,3,VNC_WTct_L,
720575941411210667,720575941565105206,4,VNC_HTct_L,
720575941411210667,720575941565105206,12,VNC_WTct_L,
720575941411210667,720575941566847847,13,VNC_WTct_L,
720575941411210667,720575941590220684,4,VNC_WTct_L,
720575941411210667,720575941590220684,3,VNC_unassigned_L,
720575941411210667,720575941597489344,3,VNC_WTct_R,
720575941411210667,720575941614289683,4,VNC_WTct_L,
720575941411546001,720575941468897856,3,VNC_IntTct_R,
720575941411546001,720575941475745898,3,VNC_IntTct_R,
720575941411572847,720575941549822781,6,VNC_WTct_R,
720575941411572847,720575941655597785,3,VNC_HTct_R,
720575941411572847,720575941655597785,16,VNC_WTct_R,
720575941411656081,720575941456201887,3,VNC_HTct_L,
720575941411656081,720575941456201887,19,VNC_IntTct_L,
720575941411656081,720575941456201887,20,VNC_WTct_L,
720575941411656081,720575941459347411,9,VNC_IntTct_L,
720575941411656081,720575941459347411,13,VNC_WTct_L,
720575941411656081,720575941483845954,4,VNC_HTct_L,
720575941411656081,720575941483845954,9,VNC_WTct_L,
720575941411656081,720575941624155644,7,VNC_HTct_L,
720575941411656081,720575941624155644,9,VNC_IntTct_L,
720575941411656081,720575941624155644,6,VNC_WTct_L,
720575941411656081,720575941630940642,4,VNC_HTct_L,
720575941411656081,720575941630940642,11,VNC_WTct_L,
720575941411656081,720575941732789547,7,VNC_IntTct_L,
720575941411758740,720575941534583786,3,VNC_WTct_L,
720575941411758740,720575941560383347,6,VNC_WTct_L,
720575941411758740,720575941565105206,4,VNC_WTct_L,
720575941411765140,720575941468897856,4,VNC_LTct_R,
720575941411765140,720575941475745898,3,VNC_LTct_R,
720575941411765140,720575941489673420,11,VNC_LTct_L,
720575941411765140,720575941547394081,4,VNC_IntTct_L,
720575941411765140,720575941624155644,5,VNC_IntTct_L,
720575941411765140,720575941629172716,3,VNC_IntTct_R,
720575941411765140,720575941629172716,3,VNC_LTct_L,
720575941411765140,720575941629172716,7,VNC_LTct_R,
720575941411765140,720575941655597785,5,VNC_IntTct_R,
720575941411791764,720575941542412805,11,VNC_HTct_L,
720575941411791764,720575941542412805,6,VNC_IntTct_L,
720575941411791764,720575941542412805,14,VNC_WTct_L,
720575941411791764,720575941547315060,5,VNC_HTct_L,
720575941411791764,720575941547315060,9,VNC_IntTct_L,
720575941411791764,720575941547315060,13,VNC_WTct_L,
720575941411829396,720575941542412805,5,VNC_WTct_L,
720575941411829396,720575941547315060,4,VNC_IntTct_L,
720575941412323473,720575941521196211,16,VNC_HTct_L,
720575941412323473,720575941521196211,7,VNC_WTct_L,
720575941412323473,720575941521196211,3,VNC_unassigned_L,
720575941412323473,720575941624155644,12,VNC_HTct_L,
720575941412323473,720575941624155644,4,VNC_IntTct_L,
720575941412323473,720575941624155644,5,VNC_WTct_L,
720575941412443540,720575941459347411,4,VNC_IntTct_L,
720575941412443540,720575941513173763,6,VNC_IntTct_R,
720575941412443540,720575941516770670,10,VNC_IntTct_R,
720575941412443540,720575941516770670,7,VNC_WTct_R,
720575941412443540,720575941521196211,3,VNC_IntTct_L,
720575941412443540,720575941521196211,5,VNC_WTct_L,
720575941412443540,720575941549822781,7,VNC_IntTct_R,
720575941412443540,720575941549822781,12,VNC_WTct_R,
720575941412443540,720575941580669817,4,VNC_HTct_R,
