group_id,neuron_1,neuron_2,similarity,group_size,n_target_mns,total_synapses
1855,720575941447294045,,1.0,1,1,59
1956,720575941449258106,,1.0,1,2,127
1988,720575941449835898,,1.0,1,1,52
2019,720575941450532174,,1.0,1,2,243
2065,720575941451662663,,1.0,1,1,64
2256,720575941456348575,,1.0,1,2,143
2273,720575941456667373,,1.0,1,1,52
2289,720575941457147206,,1.0,1,1,93
2292,720575941457153094,,1.0,1,2,163
2307,720575941457431280,,1.0,1,1,71
2350,720575941458334163,,1.0,1,1,64
2351,720575941458353363,,1.0,1,1,56
2464,720575941459883846,,1.0,1,4,257
2488,720575941460571588,,1.0,1,1,80
2489,720575941460885005,,1.0,1,1,51
2524,720575941461240019,,1.0,1,1,66
2592,720575941464073558,,1.0,1,2,121
2784,720575941470077047,,1.0,1,2,195
2805,720575941470474763,,1.0,1,1,54
2981,720575941474337310,,1.0,1,1,56
2996,720575941474437681,,1.0,1,1,51
3054,720575941474806068,,1.0,1,2,272
3059,720575941474830644,,1.0,1,1,55
3070,720575941474935105,,1.0,1,1,62
3101,720575941475696746,,1.0,1,1,92
3230,720575941477425770,,1.0,1,1,73
3246,720575941477573344,,1.0,1,1,78
3278,720575941477884802,,1.0,1,1,56
3299,720575941478092963,,1.0,1,2,115
3599,720575941482478778,,1.0,1,2,123
3662,720575941483838349,,1.0,1,1,66
3689,720575941484346621,,1.0,1,3,184
3755,720575941486560774,,1.0,1,1,55
3809,720575941487942608,,1.0,1,2,130
3885,720575941489089255,,1.0,1,2,205
3917,720575941489677001,,1.0,1,1,75
3941,720575941490160590,,1.0,1,1,65
4060,720575941492284286,,1.0,1,1,64
4071,720575941492350590,,1.0,1,1,108
4187,720575941495591291,,1.0,1,1,66
4196,720575941495662971,,1.0,1,2,119
4291,720575941496830370,,1.0,1,1,73
4382,720575941498803874,,1.0,1,1,134
4415,720575941499544715,,1.0,1,4,716
4481,720575941501721138,,1.0,1,1,71
4584,720575941503451301,,1.0,1,1,54
4643,720575941503667109,,1.0,1,3,164
4795,720575941505725790,,1.0,1,5,314
4896,720575941507228545,,1.0,1,1,76
4985,720575941508354770,,1.0,1,1,92
5073,720575941511275986,,1.0,1,6,832
5120,720575941512798796,,1.0,1,1,52
5123,720575941512808780,,1.0,1,1,50
5129,720575941512896099,,1.0,1,6,452
5135,720575941512987129,,1.0,1,3,206
5225,720575941514046355,,1.0,1,2,125
5386,720575941516616664,,1.0,1,2,336
5446,720575941517764824,,1.0,1,1,54
5447,720575941517770412,,1.0,1,1,61
5477,720575941518410094,,1.0,1,1,55
5555,720575941519213016,,1.0,1,7,434
5622,720575941520064435,,1.0,1,1,54
5632,720575941520255223,,1.0,1,1,54
5639,720575941520333047,,1.0,1,1,60
5658,720575941521069751,,1.0,1,1,71
5666,720575941521101495,,1.0,1,1,137
5685,720575941521508939,,1.0,1,1,61
5700,720575941521986227,,1.0,1,3,171
5701,720575941522089463,,1.0,1,4,263
5727,720575941523100491,,1.0,1,3,181
5730,720575941523112439,,1.0,1,1,56
5746,720575941523692290,,1.0,1,1,53
5996,720575941526718564,,1.0,1,2,219
6042,720575941527099981,,1.0,1,2,346
6106,720575941528729784,,1.0,1,1,54
6117,720575941528944568,,1.0,1,2,301
6176,720575941530192843,,1.0,1,1,52
6277,720575941532432618,,1.0,1,1,68
6288,720575941532476248,,1.0,1,2,169
6371,720575941533738986,,1.0,1,2,181
6384,720575941533819162,,1.0,1,1,95
6385,720575941533831194,,1.0,1,1,52
6461,720575941534854337,,1.0,1,1,75
6496,720575941535047690,,1.0,1,1,51
6540,720575941535331338,,1.0,1,1,91
6570,720575941535943178,,1.0,1,2,133
6623,720575941536371442,,1.0,1,1,58
6655,720575941536648168,,1.0,1,1,66
6661,720575941536906389,,1.0,1,1,56
6689,720575941537584882,,1.0,1,1,52
6716,720575941537687757,,1.0,1,1,55
6729,720575941537796989,,1.0,1,2,274
6821,720575941539741788,,1.0,1,2,139
6882,720575941540690717,,1.0,1,1,61
6931,720575941542432092,,1.0,1,1,64
6939,720575941542469212,,1.0,1,1,73
7007,720575941543647420,,1.0,1,2,146
7131,720575941546335676,,1.0,1,3,254
7193,720575941547177076,,1.0,1,1,65
7227,720575941547341684,,1.0,1,1,60
7344,720575941549701182,,1.0,1,1,55
7389,720575941550878087,,1.0,1,1,66
7400,720575941550948231,,1.0,1,1,83
7404,720575941550971783,,1.0,1,1,63
7455,720575941551589274,,1.0,1,1,69
7471,720575941551926527,,1.0,1,1,67
7540,720575941552643390,,1.0,1,2,105
7553,720575941552793939,,1.0,1,1,50
7579,720575941553338778,,1.0,1,2,197
7648,720575941554482259,,1.0,1,1,52
7718,720575941555504723,,1.0,1,1,160
7755,720575941556222628,,1.0,1,1,111
7850,720575941557882895,,1.0,1,1,63
7939,720575941559310125,,1.0,1,1,55
8010,720575941560427379,,1.0,1,1,157
8098,720575941562021376,,1.0,1,1,72
8105,720575941562043392,,1.0,1,1,67
8110,720575941562066856,,1.0,1,1,67
8166,720575941562594194,,1.0,1,4,773
8236,720575941563920999,,1.0,1,1,268
8250,720575941564059399,,1.0,1,1,92
8338,720575941565168942,,1.0,1,2,238
8443,720575941566918388,,1.0,1,1,115
8486,720575941567151918,,1.0,1,1,68
8545,720575941568726004,,1.0,1,1,59
8550,720575941568855540,,1.0,1,1,51
8570,720575941569376250,,1.0,1,2,158
8629,720575941570676552,,1.0,1,1,104
8632,720575941570772296,,1.0,1,1,64
8671,720575941571499515,,1.0,1,1,67
8676,720575941571516936,,1.0,1,1,51
8819,720575941573188278,,1.0,1,1,55
8823,720575941573255606,,1.0,1,2,119
8973,720575941574704649,,1.0,1,1,76
9021,720575941575681718,,1.0,1,6,948
9027,720575941575691624,,1.0,1,1,102
9096,720575941576934645,,1.0,1,1,50
9233,720575941579868917,,1.0,1,1,97
9286,720575941581685113,,1.0,1,3,188
9309,720575941583296902,,1.0,1,2,114
9329,720575941583588830,,1.0,1,1,64
9331,720575941583601886,,1.0,1,3,285
9339,720575941583646430,,1.0,1,1,78
9541,720575941589863735,,1.0,1,1,51
9754,720575941593615211,,1.0,1,2,197
9810,720575941594821334,,1.0,1,1,81
9817,720575941594870230,,1.0,1,1,98
9869,720575941595664165,,1.0,1,1,58
9935,720575941596078961,,1.0,1,1,74
10010,720575941600370985,,1.0,1,1,74
10025,720575941601088441,,1.0,1,1,66
10083,720575941602987510,,1.0,1,1,132
10098,720575941603749817,,1.0,1,1,80
10158,720575941604997997,,1.0,1,1,56
10272,720575941609413862,,1.0,1,1,60
10345,720575941610587612,,1.0,1,1,143
10349,720575941610618982,,1.0,1,1,51
10378,720575941611080010,,1.0,1,1,307
10427,720575941611914669,,1.0,1,1,236
10451,720575941612027238,,1.0,1,2,133
10454,720575941612053094,,1.0,1,1,84
10495,720575941612696934,,1.0,1,1,53
10505,720575941613367260,,1.0,1,3,299
10565,720575941614850517,,1.0,1,2,315
10578,720575941615272601,,1.0,1,1,57
10607,720575941617069695,,1.0,1,1,64
10696,720575941623108298,,1.0,1,3,567
10737,720575941623399788,,1.0,1,2,102
10759,720575941623972251,,1.0,1,2,144
10840,720575941625932682,,1.0,1,1,77
10847,720575941625963419,,1.0,1,1,56
11019,720575941630302405,,1.0,1,1,80
11035,720575941630748859,,1.0,1,1,69
11071,720575941631436524,,1.0,1,1,52
11072,720575941631436780,,1.0,1,4,403
11137,720575941632901829,,1.0,1,1,64
11263,720575941640900453,,1.0,1,1,81
11270,720575941641473874,,1.0,1,1,74
11305,720575941642372040,,1.0,1,1,76
11493,720575941649244437,,1.0,1,2,188
11567,720575941651851797,,1.0,1,1,84
11641,720575941653565201,,1.0,1,1,57
11676,720575941654985945,,1.0,1,1,150
11871,720575941663099516,,1.0,1,1,54
11880,720575941663489404,,1.0,1,1,59
11903,720575941665522419,,1.0,1,1,56
11991,720575941668725169,,1.0,1,2,190
12000,720575941669049587,,1.0,1,11,867
12038,720575941670676135,,1.0,1,2,272
12042,720575941671138727,,1.0,1,2,411
12208,720575941687911663,,1.0,1,1,93
12256,720575941688644470,,1.0,1,1,71
12347,720575941703124698,,1.0,1,2,119
12405,720575941723242042,,1.0,1,2,128
12414,720575941729958699,,1.0,1,3,471
